file,module,function,lineno,status,details,call_expression,target_module,target_name,classification,args_provided,keywords,star_args,kw_args
modules/model_recommendations.py,modules.model_recommendations,get_ollama_pull_commands,316,unresolved,Target not resolved; likely dynamic or external,commands.append,modules.model_recommendations,commands.append,unresolved,1,,False,False
modules/model_recommendations.py,modules.model_recommendations,get_ollama_pull_commands,318,unresolved,Target not resolved; likely dynamic or external,commands.append,modules.model_recommendations,commands.append,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,DockerAsyncHandler._safe_thread_call,44,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,DockerAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,DockerAsyncHandler._safe_thread_call,49,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,DockerAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,DockerAsyncHandler._safe_thread_call,52,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,DockerAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,DockerAsyncHandler._safe_thread_call,55,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,DockerAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,DockerAsyncHandler._safe_thread_call,58,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,DockerAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,DockerAsyncHandler._safe_thread_call,60,unresolved,Target not resolved; likely dynamic or external,''.join,,,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,DockerAsyncHandler._safe_thread_call,61,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,DockerAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_native_ollama,367,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_native_ollama,383,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_native_ollama,401,unresolved,Target not resolved; likely dynamic or external,result.stdout.strip,modules.docker_async_handler,result.stdout.strip,unresolved,0,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_native_ollama,402,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_native_ollama,405,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_native_ollama,409,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_native_ollama,412,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_ollama_server,425,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_ollama_server,440,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_ollama_server,443,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_ollama_server,447,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.check_ollama_server,450,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.list_ollama_models,463,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.list_ollama_models,480,unresolved,Target not resolved; likely dynamic or external,result.stdout.strip().split,,,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.list_ollama_models,480,unresolved,Target not resolved; likely dynamic or external,result.stdout.strip,modules.docker_async_handler,result.stdout.strip,unresolved,0,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.list_ollama_models,486,unresolved,Target not resolved; likely dynamic or external,line.split,modules.docker_async_handler,line.split,unresolved,0,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.list_ollama_models,488,unresolved,Target not resolved; likely dynamic or external,models.append,modules.docker_async_handler,models.append,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.list_ollama_models,493,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.list_ollama_models,497,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.list_ollama_models,500,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,510,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,523,unresolved,Target not resolved; likely dynamic or external,result.stdout.strip,modules.docker_async_handler,result.stdout.strip,unresolved,0,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,524,unresolved,Target not resolved; likely dynamic or external,result.stdout.strip().split,,,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,524,unresolved,Target not resolved; likely dynamic or external,result.stdout.strip,modules.docker_async_handler,result.stdout.strip,unresolved,0,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,526,unresolved,Target not resolved; likely dynamic or external,line.lower,modules.docker_async_handler,line.lower,unresolved,0,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,527,unresolved,Target not resolved; likely dynamic or external,line.split,modules.docker_async_handler,line.split,unresolved,2,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,531,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,534,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,538,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/docker_async_handler.py,modules.docker_async_handler,OllamaAsyncHandler.get_ollama_process_info,541,unresolved,Target not resolved; likely dynamic or external,self.debug,modules.docker_async_handler,OllamaAsyncHandler.debug,unresolved,1,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager.request_permission,49,unresolved,Target not resolved; likely dynamic or external,_PromptTask,modules.permission_buffer.task,_PromptTask,unresolved,0,"priority,prompt_data,auto_dismiss_after,callback,future",False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager._process_queue,84,unresolved,Target not resolved; likely dynamic or external,task.should_auto_dismiss,modules.permission_buffer.manager,task.should_auto_dismiss,unresolved,0,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager._resolve_task,133,unresolved,Target not resolved; likely dynamic or external,result.get,modules.permission_buffer.manager,result.get,unresolved,1,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager._resolve_task,135,unresolved,Target not resolved; likely dynamic or external,result.get,modules.permission_buffer.manager,result.get,unresolved,1,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager._resolve_task,143,unresolved,Target not resolved; likely dynamic or external,task.callback,modules.permission_buffer.manager,task.callback,unresolved,1,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager._resolve_task,148,unresolved,Target not resolved; likely dynamic or external,task.future.done,modules.permission_buffer.manager,task.future.done,unresolved,0,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager._resolve_task,149,unresolved,Target not resolved; likely dynamic or external,task.future.set_result,modules.permission_buffer.manager,task.future.set_result,unresolved,1,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager.get_stats,183,unresolved,Target not resolved; likely dynamic or external,self._stats.copy,,,unresolved,0,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager.clear_queue,190,unresolved,Target not resolved; likely dynamic or external,task.future.done,modules.permission_buffer.manager,task.future.done,unresolved,0,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,PermissionBufferManager.clear_queue,192,unresolved,Target not resolved; likely dynamic or external,task.future.set_result,modules.permission_buffer.manager,task.future.set_result,unresolved,1,,False,False
modules/permission_buffer/manager.py,modules.permission_buffer.manager,get_permission_buffer_manager,202,unresolved,Target not resolved; likely dynamic or external,PermissionBufferManager,modules.permission_buffer.manager,PermissionBufferManager,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,_write_result,22,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,_base_dir,26,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,_base_dir,27,unresolved,Target not resolved; likely dynamic or external,Path(context['cwd']).expanduser().resolve,,,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,_base_dir,27,unresolved,Target not resolved; likely dynamic or external,Path(context['cwd']).expanduser,,,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,_base_dir,29,unresolved,Target not resolved; likely dynamic or external,Path(session.cwd).expanduser().resolve,,,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,_base_dir,29,unresolved,Target not resolved; likely dynamic or external,Path(session.cwd).expanduser,,,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_read,34,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_read,34,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_read,36,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_read,39,unresolved,Target not resolved; likely dynamic or external,Path(file_path).expanduser,,,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_read._read,43,unresolved,Target not resolved; likely dynamic or external,target.read_text,modules.tools.core_tools,target.read_text,unresolved,0,encoding,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_read._read,45,unresolved,Target not resolved; likely dynamic or external,target.read_text,modules.tools.core_tools,target.read_text,unresolved,0,"encoding,errors",False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_read,50,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_read,53,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_write,61,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_write,62,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_write,64,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_write,67,unresolved,Target not resolved; likely dynamic or external,Path(file_path).expanduser,,,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_write._write,70,unresolved,Target not resolved; likely dynamic or external,target.parent.mkdir,modules.tools.core_tools,target.parent.mkdir,unresolved,0,"parents,exist_ok",False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_write._write,71,unresolved,Target not resolved; likely dynamic or external,target.write_text,modules.tools.core_tools,target.write_text,unresolved,1,encoding,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_write,77,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit,85,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit,86,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit,87,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit,90,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit,93,unresolved,Target not resolved; likely dynamic or external,Path(file_path).expanduser,,,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit._edit,96,unresolved,Target not resolved; likely dynamic or external,target.read_text,modules.tools.core_tools,target.read_text,unresolved,0,encoding,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit._edit,99,unresolved,Target not resolved; likely dynamic or external,text.replace,modules.tools.core_tools,text.replace,unresolved,3,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit._edit,100,unresolved,Target not resolved; likely dynamic or external,target.write_text,modules.tools.core_tools,target.write_text,unresolved,1,encoding,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit,106,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_edit,109,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_bash,117,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_bash,118,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_bash,120,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_bash._run,130,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,2,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_bash._run,133,unresolved,Target not resolved; likely dynamic or external,output.strip,modules.tools.core_tools,output.strip,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_bash._run,135,unresolved,Target not resolved; likely dynamic or external,output.strip,modules.tools.core_tools,output.strip,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_glob,146,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_glob,148,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_glob._search,158,unresolved,Target not resolved; likely dynamic or external,Path(match).resolve().relative_to,,,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_glob._search,158,unresolved,Target not resolved; likely dynamic or external,Path(match).resolve,,,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_glob._search,161,unresolved,Target not resolved; likely dynamic or external,'\n'.join,,,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_grep,169,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_grep,171,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_grep._search,190,unresolved,Target not resolved; likely dynamic or external,output.strip,modules.tools.core_tools,output.strip,unresolved,0,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_github,198,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_github,200,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_configure_headers,209,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_configure_headers,210,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,1,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_configure_headers,211,unresolved,Target not resolved; likely dynamic or external,context.get,modules.tools.core_tools,context.get,unresolved,2,,False,False
modules/tools/core_tools.py,modules.tools.core_tools,tool_configure_headers,214,unresolved,Target not resolved; likely dynamic or external,app.write,modules.tools.core_tools,app.write,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,26,unresolved,Target not resolved; likely dynamic or external,Text,rich.text,Text,unresolved,0,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,29,unresolved,Target not resolved; likely dynamic or external,prompt_data.get,modules.input_widget.permission_renderer,prompt_data.get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,30,unresolved,Target not resolved; likely dynamic or external,prompt_data.get,modules.input_widget.permission_renderer,prompt_data.get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,31,unresolved,Target not resolved; likely dynamic or external,prompt_data.get,modules.input_widget.permission_renderer,prompt_data.get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,32,unresolved,Target not resolved; likely dynamic or external,prompt_data.get,modules.input_widget.permission_renderer,prompt_data.get,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,35,unresolved,Target not resolved; likely dynamic or external,FRONTIER_COLORS.get,frontier_colors.FRONTIER_COLORS,get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,36,unresolved,Target not resolved; likely dynamic or external,FRONTIER_COLORS.get,frontier_colors.FRONTIER_COLORS,get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,37,unresolved,Target not resolved; likely dynamic or external,FRONTIER_COLORS.get,frontier_colors.FRONTIER_COLORS,get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,38,unresolved,Target not resolved; likely dynamic or external,FRONTIER_COLORS.get,frontier_colors.FRONTIER_COLORS,get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,39,unresolved,Target not resolved; likely dynamic or external,FRONTIER_COLORS.get,frontier_colors.FRONTIER_COLORS,get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,40,unresolved,Target not resolved; likely dynamic or external,FRONTIER_COLORS.get,frontier_colors.FRONTIER_COLORS,get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,43,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,style,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,43,unresolved,Target not resolved; likely dynamic or external,Style,rich.style,Style,unresolved,0,"color,bold",False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,44,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,48,unresolved,Target not resolved; likely dynamic or external,workflow_status.get,modules.input_widget.permission_renderer,workflow_status.get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,49,unresolved,Target not resolved; likely dynamic or external,workflow_status.get,modules.input_widget.permission_renderer,workflow_status.get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,53,unresolved,Target not resolved; likely dynamic or external,s.get,modules.input_widget.permission_renderer,s.get,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,54,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,style,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,54,unresolved,Target not resolved; likely dynamic or external,Style,rich.style,Style,unresolved,0,color,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,55,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,59,unresolved,Target not resolved; likely dynamic or external,step.get,modules.input_widget.permission_renderer,step.get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,60,unresolved,Target not resolved; likely dynamic or external,step.get,modules.input_widget.permission_renderer,step.get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,79,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,style,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,79,unresolved,Target not resolved; likely dynamic or external,Style,rich.style,Style,unresolved,0,color,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,80,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,style,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,80,unresolved,Target not resolved; likely dynamic or external,Style,rich.style,Style,unresolved,0,color,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,83,unresolved,Target not resolved; likely dynamic or external,step.get,modules.input_widget.permission_renderer,step.get,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,84,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,style,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,84,unresolved,Target not resolved; likely dynamic or external,step.get,modules.input_widget.permission_renderer,step.get,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,84,unresolved,Target not resolved; likely dynamic or external,Style,rich.style,Style,unresolved,0,color,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,86,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,91,unresolved,Target not resolved; likely dynamic or external,Text.from_markup,rich.text.Text,from_markup,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,92,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,94,unresolved,Target not resolved; likely dynamic or external,message.endswith,modules.input_widget.permission_renderer,message.endswith,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,95,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,98,unresolved,Target not resolved; likely dynamic or external,message.split,modules.input_widget.permission_renderer,message.split,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,99,unresolved,Target not resolved; likely dynamic or external,line.strip,modules.input_widget.permission_renderer,line.strip,unresolved,0,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,100,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,style,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,100,unresolved,Target not resolved; likely dynamic or external,Style,rich.style,Style,unresolved,0,color,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,102,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,107,unresolved,Target not resolved; likely dynamic or external,option.get,modules.input_widget.permission_renderer,option.get,unresolved,2,,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,110,unresolved,Target not resolved; likely dynamic or external,output.append,modules.input_widget.permission_renderer,output.append,unresolved,1,style,False,False
modules/input_widget/permission_renderer.py,modules.input_widget.permission_renderer,render_permission_prompt,110,unresolved,Target not resolved; likely dynamic or external,Style,rich.style,Style,unresolved,0,"color,bold",False,False
